,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
1847,1,0,1,1,12,0,1,0,0,2,0,2,0,0,0,0,3,35.5,3675
603,1,0,1,1,45,1,2,1,0,2,2,0,0,2,1,1,1,95.0,3709
157,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,0,19.65,1487
2985,0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,3,19.6,4845
1624,0,0,0,0,9,1,0,1,0,0,2,0,0,2,0,1,1,85.3,5925
506,0,0,1,0,71,1,2,1,0,2,2,2,2,2,2,0,2,109.25,5872
1210,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,2,45.0,6303
535,1,0,0,1,22,1,2,1,0,2,0,0,2,0,0,1,1,89.1,1550
800,1,1,0,0,31,1,2,1,0,0,2,2,2,0,0,1,0,96.6,2483
177,1,0,1,1,1,1,0,1,0,0,0,0,0,2,0,1,2,81.05,6056
3728,0,1,0,0,3,1,2,1,0,0,0,0,0,0,0,1,1,75.05,2215
2216,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.25,5443
1618,1,1,1,0,20,1,2,1,0,2,0,2,2,2,0,0,2,107.05,1790
3664,1,0,1,1,2,1,2,0,2,0,0,0,0,0,0,0,3,56.7,251
3027,1,0,0,0,3,1,0,1,0,0,0,0,2,0,0,1,2,78.5,2064
2828,1,0,0,0,42,1,2,1,0,2,0,0,2,2,0,1,2,101.75,3639
1857,1,0,1,1,2,1,0,0,2,2,0,2,0,0,2,0,3,59.5,549
2063,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,2,52.2,4355
1445,0,0,1,1,45,0,1,0,2,0,0,0,2,2,0,1,0,50.9,1969
1537,0,0,1,0,20,1,0,1,0,0,2,2,0,0,0,1,3,81.0,1179
1794,1,0,0,0,26,0,1,0,2,2,0,0,0,2,0,1,0,44.65,295
1921,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,2,70.15,2329
1865,1,0,1,1,70,1,2,0,2,2,2,2,2,2,2,1,1,90.15,5060
3243,0,1,0,0,5,1,0,1,0,0,0,0,0,0,0,1,3,69.05,2761
1640,0,0,0,1,2,1,2,1,2,0,0,0,0,0,0,0,1,80.55,1453
2385,0,0,1,0,58,1,2,1,0,0,2,2,2,2,0,1,1,102.1,4829
3006,1,0,0,0,19,1,0,1,0,2,2,0,0,0,0,1,2,78.25,885
3688,1,0,0,0,13,1,0,1,0,0,0,0,2,2,0,1,2,91.1,265
3092,1,0,0,0,43,1,2,1,0,0,0,2,2,2,1,1,2,100.0,3595
2950,0,1,1,0,24,1,2,1,0,0,0,0,2,2,0,1,2,93.55,1901
1215,1,0,1,0,18,1,0,0,0,0,0,0,0,0,0,1,0,44.35,5859
1826,1,0,0,0,13,1,0,2,1,1,1,1,1,1,0,1,2,20.4,2167
3485,1,1,0,0,19,1,0,1,0,0,2,0,2,2,0,1,1,95.9,1303
1874,0,0,1,1,10,1,0,0,0,0,2,2,0,0,0,0,1,55.2,4416
3002,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,2,79.55,5969
3621,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3,69.9,5454
1638,0,1,0,0,72,1,2,1,0,2,2,2,2,2,2,1,0,108.1,5900
1448,0,1,1,0,28,1,2,1,0,2,2,2,2,2,0,1,2,110.85,2784
3196,0,0,0,0,36,1,2,1,0,2,0,0,2,2,0,1,2,99.15,3124
1998,1,0,1,0,2,1,0,1,0,0,0,2,2,2,0,1,2,94.2,1155
1962,1,1,1,0,27,0,1,0,2,0,0,0,0,0,0,0,1,30.75,6040
1483,1,0,1,1,29,1,2,0,0,2,2,0,2,2,0,0,1,80.1,1847
1208,0,0,1,1,45,1,2,1,2,2,0,0,2,2,0,1,2,105.15,4001
2931,0,0,1,0,20,0,1,0,0,0,0,0,0,0,0,1,2,24.45,4072
3150,1,1,1,0,37,1,2,1,0,0,0,0,2,0,0,1,2,85.7,2755
3375,1,0,1,0,22,1,0,0,2,0,0,2,0,0,0,1,2,54.2,289
2860,1,0,1,0,1,1,0,1,2,0,0,0,2,2,0,1,2,95.0,6440
574,1,0,0,0,30,1,0,1,0,2,0,0,2,2,1,1,0,97.0,2623
2491,0,0,1,1,33,1,2,1,2,0,2,0,2,2,1,1,3,103.7,3000
1376,1,0,0,1,38,1,2,1,0,2,0,0,0,0,0,1,3,81.85,2732
2016,0,0,0,0,12,1,2,0,2,0,2,2,0,0,0,1,3,61.65,5593
1335,1,0,1,1,34,1,2,1,0,2,0,0,2,2,0,1,0,97.7,2955
1135,1,0,1,0,5,1,2,1,2,0,0,0,0,2,0,1,2,89.15,3522
828,1,0,1,0,25,1,0,1,0,0,0,2,2,2,0,1,1,95.7,1972
3108,1,0,0,0,5,1,2,1,0,2,2,0,2,2,0,0,3,104.1,4500
3527,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.35,2861
3071,0,0,0,0,22,1,0,0,2,0,0,0,0,0,0,1,1,48.8,103
2824,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,2,45.15,3558
1364,0,1,0,0,30,1,2,1,0,2,2,0,2,2,0,1,2,104.1,2711
2002,0,1,1,0,27,1,0,1,2,0,0,0,0,0,0,1,0,75.2,1527
649,1,0,0,0,64,1,0,1,2,2,0,0,2,2,1,1,1,100.3,5271
1955,1,0,1,1,68,1,2,0,0,2,2,2,0,2,1,1,0,75.8,4426
1953,0,0,0,0,7,1,2,1,0,0,0,0,0,0,0,1,2,73.85,4306
1504,1,0,1,1,60,1,2,1,2,0,2,0,2,0,1,1,0,95.4,4792
512,0,0,0,0,11,1,0,1,2,0,0,0,0,0,0,0,2,76.4,6167
3015,0,0,1,0,2,1,0,1,0,2,2,0,0,0,0,0,0,79.7,1125
938,0,1,1,0,20,1,0,1,0,0,0,0,2,2,1,1,0,91.0,1427
2371,1,0,1,1,49,1,2,1,0,0,2,0,2,2,0,1,2,99.8,4119
2206,0,0,1,0,11,1,0,0,0,0,0,0,0,0,0,1,2,44.05,4080
694,0,1,1,0,52,1,2,1,2,2,2,0,2,2,0,1,2,109.1,4675
105,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,19.8,1490
2964,0,0,0,0,37,0,1,0,0,0,0,2,0,0,0,0,1,28.6,6493
1102,0,0,1,1,48,1,0,0,2,2,2,0,0,2,2,1,1,70.1,2815
359,0,1,1,0,46,1,2,1,0,0,0,2,2,2,1,0,2,100.25,4026
2462,0,0,0,0,6,1,0,1,2,2,2,2,0,2,0,1,0,98.15,4685
632,0,0,1,0,70,1,2,1,0,2,2,2,2,2,2,1,2,110.5,5893
3312,0,0,0,0,8,1,0,1,2,0,0,0,2,0,0,0,2,84.95,5302
125,0,0,0,0,1,1,2,1,0,0,0,0,2,0,0,1,2,84.6,6175
3471,1,0,0,0,1,0,1,0,0,0,0,0,2,2,0,1,3,45.3,3816
695,1,0,0,0,18,1,2,1,0,0,2,0,2,0,1,1,1,89.6,1106
2750,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,1,2,54.9,4492
3402,0,0,1,1,17,1,2,1,0,0,0,0,0,2,0,1,2,85.45,837
710,1,0,0,0,30,1,2,1,0,0,0,2,0,2,0,1,1,89.9,2365
3568,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.4,5719
2193,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.3,3816
1862,1,1,1,0,33,1,2,1,0,2,0,0,2,2,0,1,0,100.6,2846
39,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.45,1615
1402,0,0,1,1,72,1,2,1,2,2,0,0,2,0,2,1,0,95.9,5479
3110,1,0,0,0,2,1,2,1,0,0,0,0,0,0,0,1,2,76.5,1086
2433,1,0,1,0,40,0,1,0,2,2,2,0,0,0,1,1,2,42.35,1221
3227,0,1,1,1,34,1,2,1,0,2,0,0,0,0,0,1,3,79.6,2357
3155,1,1,0,0,36,1,2,1,2,0,0,0,2,0,0,1,2,90.85,2770
3235,0,0,1,0,8,1,0,2,1,1,1,1,1,1,0,0,0,20.15,1005
2152,0,0,0,0,41,1,2,1,2,2,2,2,2,2,0,1,0,114.5,3854
3354,0,0,0,0,13,1,2,1,2,2,0,0,2,0,0,1,2,96.65,446
300,1,0,1,1,28,1,0,1,0,0,2,0,2,0,0,0,2,85.45,1928
2920,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,24.25,2038
3330,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,3,55.7,4566
2019,0,0,1,1,9,1,0,0,2,2,2,2,0,0,0,0,3,65.0,5280
1127,1,0,1,1,16,1,0,0,2,0,2,0,2,0,2,0,3,64.25,51
3431,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.2,1610
3473,0,0,0,1,12,1,0,0,0,0,0,0,0,0,0,1,2,44.55,4055
2597,0,0,0,1,4,1,0,1,0,0,2,2,2,2,0,1,0,98.1,3388
3460,1,0,1,0,12,1,0,1,2,0,0,2,0,0,0,0,0,80.85,6258
1107,0,0,0,1,8,0,1,0,2,0,0,0,0,2,0,1,2,38.5,2868
285,1,0,0,0,33,1,0,1,2,0,0,2,2,0,2,1,2,88.95,2632
302,0,0,0,0,26,1,0,1,2,0,2,2,0,0,1,1,1,87.15,1909
1554,0,0,1,0,19,1,0,0,0,2,0,0,0,2,0,1,3,59.8,255
1430,0,0,0,0,47,1,2,0,2,0,2,2,0,0,2,1,3,65.0,2487
3086,0,0,1,1,30,0,1,0,0,0,0,2,2,2,0,0,1,51.2,1009
1982,1,0,1,1,4,1,2,1,0,0,2,0,2,2,0,0,2,101.15,3297
320,1,0,1,1,69,1,0,1,2,2,0,2,2,2,2,1,1,106.35,5648
240,1,0,1,1,72,1,2,1,2,2,2,2,0,2,1,1,1,104.9,5790
1701,0,0,1,1,28,1,0,1,0,0,0,0,0,0,1,1,0,70.4,1598
2363,0,0,0,0,16,1,2,1,0,0,0,0,0,0,0,0,2,72.65,362
1846,1,0,1,0,69,1,2,1,0,2,0,2,2,0,2,1,3,92.45,5191
1197,0,0,0,0,26,1,2,1,0,0,2,0,2,2,0,1,0,100.5,2248
3244,1,0,1,1,52,1,2,1,0,0,2,2,0,2,2,1,0,96.25,4219
3030,0,1,0,0,30,1,2,1,0,2,0,0,2,2,0,1,2,99.7,2564
1709,1,0,0,0,20,1,0,0,2,0,2,0,0,2,0,0,1,64.4,727
3302,0,0,0,0,13,0,1,0,0,2,0,0,0,0,0,1,2,31.05,3001
1890,0,0,0,0,12,1,2,1,2,0,0,0,0,0,0,1,2,78.95,6384
2904,0,0,1,1,48,1,2,1,0,0,0,0,0,2,1,1,3,82.05,3446
985,0,1,0,0,6,1,0,1,2,0,0,0,0,0,0,1,2,74.1,3830
373,1,0,0,0,17,1,0,1,0,2,2,0,0,2,0,1,1,90.95,1074
1585,0,0,0,0,23,1,2,0,2,0,0,0,0,0,0,0,2,54.4,453
1221,1,0,0,0,41,1,0,1,0,2,0,2,2,2,2,1,1,99.65,3605
3695,0,0,1,1,6,1,0,0,2,2,0,0,0,0,0,0,1,55.9,3152
2221,1,0,1,0,66,1,2,1,0,2,2,0,2,2,0,1,1,105.0,5596
1977,0,0,1,1,61,1,0,2,1,1,1,1,1,1,0,1,3,19.4,340
28,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,75.1,5768
3270,1,0,0,0,26,1,0,1,0,2,2,0,2,0,0,0,2,89.8,1970
1694,1,0,0,0,26,1,0,0,0,0,0,2,0,0,0,0,0,49.15,433
1479,1,0,0,0,19,1,0,1,0,0,2,2,2,0,0,0,3,89.95,1177
1137,0,1,0,0,8,1,2,1,0,0,0,2,2,2,0,1,1,100.15,6340
544,1,0,0,0,18,1,2,1,0,0,0,0,2,0,0,0,0,84.3,967
76,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.6,3820
1022,1,0,0,0,24,1,0,1,0,2,2,2,0,0,0,1,2,85.95,1737
2220,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.15,1609
2539,0,0,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,94.6,6424
2461,0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,2,80.2,845
777,1,0,1,0,15,1,2,1,0,0,2,2,2,2,0,1,2,103.45,971
1491,1,0,1,0,23,1,2,1,0,2,2,0,0,0,0,0,2,84.25,1571
1631,1,0,0,0,38,1,0,1,0,0,0,0,0,0,0,1,1,69.5,2272
2622,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,71.0,5564
1576,0,0,0,0,36,1,0,1,0,2,0,0,2,2,0,1,1,94.8,3087
201,0,0,0,0,1,1,2,2,1,1,1,1,1,1,0,1,3,25.75,2157
527,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,43.95,6208
366,1,1,0,0,30,1,2,1,2,0,0,0,0,2,0,1,1,90.5,2244
3446,1,1,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,25.2,37
