,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
1248,0,0,0,0,11,1,2,1,0,0,0,2,2,0,0,0,2,90.15,6506
745,0,1,1,0,72,1,2,1,0,2,2,2,2,2,2,1,1,110.8,5954
8396,1,0,0,0,11,1,2,2,1,1,1,1,1,1,0,0,1,23.15,2102
1001,1,1,1,0,27,1,2,1,0,0,0,0,0,0,0,1,2,75.5,1472
6438,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.4,5719
3876,1,0,0,0,22,1,2,1,0,2,0,0,2,2,0,1,2,100.65,2058
7639,1,0,0,0,25,1,2,1,0,0,0,0,2,2,0,1,0,94.7,1999
4880,1,0,1,0,50,1,0,2,1,1,1,1,1,1,2,0,3,20.55,130
3491,1,0,1,0,44,1,0,0,0,2,2,2,2,0,1,1,2,70.95,2829
6998,0,0,0,0,13,1,0,1,0,0,0,0,0,2,0,1,2,80.5,27
8410,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.1,5503
10241,0,1,0,0,49,1,2,1,0,0,2,0,0,2,0,1,1,90.85,3841
2849,0,0,0,0,12,1,0,2,1,1,1,1,1,1,0,0,3,20.3,2111
8973,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,2,75.8,5777
8957,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,24.8,2044
20,1,1,0,0,1,0,1,0,0,0,2,0,0,2,0,1,2,39.65,3340
1709,1,1,0,0,30,1,2,0,0,0,2,2,2,0,2,1,1,69.1,1723
5935,1,1,0,0,13,1,0,0,0,2,0,0,2,0,0,1,2,59.9,5948
346,0,0,0,0,2,1,0,1,0,0,0,0,2,2,0,1,2,90.4,1169
9755,1,1,0,0,2,1,0,1,0,2,0,0,0,0,0,1,2,74.7,1128
5409,0,1,0,0,26,1,2,1,0,2,0,0,2,0,0,1,2,89.15,1915
2035,0,0,0,1,43,1,0,0,2,2,0,0,0,2,0,1,2,63.95,2380
643,0,1,0,0,49,1,0,1,0,2,2,0,0,2,1,1,0,89.85,3648
6873,0,0,1,1,68,1,2,0,2,2,2,2,2,2,2,1,0,89.05,5037
7520,0,0,0,0,10,1,0,1,0,0,0,0,0,2,0,1,0,80.25,6194
6587,1,1,0,0,64,1,2,1,2,2,0,0,2,2,0,1,0,103.5,5233
5231,1,1,1,0,16,1,2,1,0,0,2,0,2,2,0,1,2,98.75,1038
7248,0,0,0,1,11,1,0,2,1,1,1,1,1,1,0,0,1,20.1,1843
5285,0,0,1,0,71,1,0,0,0,2,2,2,2,2,2,1,1,80.7,4707
2354,1,0,1,1,9,1,0,2,1,1,1,1,1,1,2,0,3,19.6,1572
545,1,0,1,1,34,1,0,1,0,0,0,0,0,2,1,1,0,78.95,2292
3781,1,0,0,0,29,1,0,2,1,1,1,1,1,1,1,0,3,19.1,4421
3518,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.45,1483
4382,0,1,0,0,4,1,2,0,0,0,0,0,0,0,0,0,3,48.75,1327
904,1,0,1,1,67,1,0,0,2,2,2,0,2,2,2,0,1,81.35,4485
2462,1,0,0,1,1,1,0,0,2,2,0,2,0,2,0,1,0,70.45,5510
5897,1,0,1,1,71,1,2,2,1,1,1,1,1,1,2,0,1,23.9,1099
5681,0,1,1,0,34,1,0,0,0,0,2,2,2,0,1,0,0,64.2,1736
6113,1,0,0,0,21,1,2,1,0,0,0,0,0,0,0,0,3,75.3,1022
4507,0,0,0,0,8,1,0,0,2,0,0,2,0,2,0,0,0,66.05,4740
917,1,0,0,0,72,0,1,0,2,2,2,2,2,2,2,1,0,65.55,4063
3120,0,0,1,0,69,1,2,2,1,1,1,1,1,1,2,1,1,24.95,1223
8330,0,0,1,0,52,1,2,1,0,2,2,0,2,2,0,1,2,105.05,4658
2700,0,0,0,0,35,0,1,0,0,0,0,0,0,0,0,0,2,24.15,6072
9095,0,0,1,0,21,1,2,1,0,0,0,0,0,2,0,1,2,86.5,1355
8920,0,0,0,0,4,1,2,1,0,2,0,0,0,0,0,0,0,77.95,2651
6156,0,1,0,0,26,1,0,1,2,0,0,0,2,0,0,1,1,85.8,1815
7315,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,75.3,5769
5005,0,0,1,0,39,1,0,1,2,0,2,2,2,2,1,1,1,104.7,3528
1138,1,0,1,1,11,1,2,0,2,0,0,0,2,0,0,1,0,65.15,5634
8626,0,1,1,1,72,1,2,0,2,2,2,2,2,2,2,0,1,92.45,5180
7969,1,0,1,1,21,1,2,1,0,2,2,0,2,2,0,0,2,104.4,1773
2846,0,0,1,0,2,1,0,0,2,0,0,0,0,2,0,1,3,62.15,248
7504,0,0,0,0,2,1,0,1,0,0,2,0,0,0,0,1,2,75.8,1056
4285,1,0,1,1,45,1,2,0,2,2,0,2,2,0,2,0,1,73.85,2927
7708,1,1,1,1,51,1,2,1,0,2,2,0,0,0,0,1,2,84.2,3542
3186,0,0,1,1,58,1,0,2,1,1,1,1,1,1,2,0,1,20.3,303
10234,1,0,0,0,9,1,0,1,0,0,0,0,0,2,0,1,2,80.8,5591
5585,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.3,1481
9149,0,0,1,1,33,1,2,1,0,0,0,0,0,2,0,0,1,86.15,2385
5606,1,0,0,1,15,1,0,0,0,0,2,2,0,0,1,0,1,55.2,6248
5622,1,0,0,0,23,1,2,1,0,0,2,2,2,2,0,1,3,104.05,2121
6040,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,70.75,5516
1192,1,0,0,0,7,1,2,1,0,0,2,0,2,0,0,1,2,90.45,4864
2612,0,0,1,1,14,1,2,0,0,2,0,2,2,2,0,0,1,80.45,266
9209,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.25,5506
8027,0,1,0,0,2,1,2,1,0,0,0,0,2,0,0,1,2,85.55,1442
9408,1,0,0,1,38,1,2,1,0,0,2,0,2,2,0,1,0,99.25,3241
8429,0,0,0,0,29,1,0,0,2,2,2,0,0,2,0,1,0,68.85,1574
7629,0,0,0,0,39,0,1,0,0,0,2,0,2,2,0,1,2,50.75,1641
6188,1,0,0,0,18,1,0,2,1,1,1,1,1,1,0,0,3,20.05,3100
1296,0,1,0,0,20,1,0,1,0,0,0,0,2,0,0,0,0,80.7,1077
6474,0,0,0,0,6,1,0,2,1,1,1,1,1,1,2,0,3,19.55,439
5375,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,2,50.8,4235
6349,0,0,1,1,35,1,0,2,1,1,1,1,1,1,2,0,1,19.7,5671
3210,0,0,1,1,64,1,0,0,2,0,0,2,2,0,1,0,3,65.8,3477
6121,0,0,1,1,8,1,0,2,1,1,1,1,1,1,2,0,0,19.5,1044
6219,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,25.7,2156
8839,0,0,1,0,28,1,0,1,2,0,0,0,2,2,0,1,3,92.35,2252
7541,1,0,1,1,15,1,0,2,1,1,1,1,1,1,0,1,2,20.0,2488
6384,0,0,1,0,10,1,0,2,1,1,1,1,1,1,1,0,3,20.1,1397
3035,0,1,1,0,25,1,0,1,0,0,0,0,0,0,0,1,2,69.3,1365
10023,1,0,0,0,18,1,2,1,0,0,2,0,0,2,0,1,1,90.7,1053
10294,1,0,0,0,1,0,1,0,0,0,0,0,2,2,0,1,3,45.3,3816
7585,0,1,0,0,4,1,2,1,0,0,0,0,0,0,0,1,2,74.9,2793
3609,0,0,0,0,61,1,2,1,0,2,2,0,2,2,1,1,2,103.95,5170
6946,0,0,0,1,48,0,1,0,0,2,2,0,0,2,0,0,1,45.55,1738
9446,1,1,0,0,9,1,2,1,0,0,0,0,0,2,0,1,2,83.85,5977
2541,0,0,1,1,72,0,1,0,2,0,2,0,2,2,2,1,1,53.8,3376
3334,0,0,0,0,41,1,2,1,0,2,2,0,2,2,0,1,2,106.3,3770
9397,0,1,0,0,6,1,0,1,0,0,2,0,0,0,0,0,2,74.4,3689
5357,1,0,1,0,60,1,0,2,1,1,1,1,1,1,2,0,3,19.95,468
6802,0,0,0,0,20,1,2,1,2,0,0,0,2,0,0,1,0,89.1,1452
4968,0,1,1,1,68,0,1,0,0,2,2,0,2,2,2,1,2,53.0,3161
1274,0,0,1,1,62,1,2,1,2,0,0,0,2,2,2,1,0,101.15,5285
5247,0,0,0,0,27,1,2,1,0,0,0,0,2,2,0,1,3,94.55,2369
3706,1,0,0,0,26,1,2,1,0,0,2,2,0,0,0,1,3,84.3,1921
4264,0,1,0,0,46,1,2,1,0,2,2,0,2,2,0,1,2,104.45,4107
790,0,0,1,1,60,0,1,0,2,0,2,2,2,2,2,0,1,59.85,3109
1765,0,0,1,0,58,1,2,1,2,2,2,0,2,2,1,1,1,110.65,5221
2215,0,0,1,0,70,0,1,0,2,0,2,2,0,2,2,1,0,49.85,2926
4856,0,0,1,1,31,1,2,1,0,2,0,0,0,2,0,1,2,91.15,2589
305,1,0,1,1,52,1,2,2,1,1,1,1,1,1,2,0,3,24.8,417
9619,0,0,1,0,33,1,2,1,0,2,2,0,2,2,0,1,2,104.4,2951
5932,1,0,1,0,5,1,0,1,0,0,2,0,2,2,0,1,2,94.45,4211
1645,0,1,0,0,42,1,2,1,0,0,0,0,2,0,0,1,2,84.65,3068
3012,1,0,1,1,54,1,2,0,2,2,0,2,0,0,2,1,1,65.65,3089
6443,0,0,0,0,9,1,0,2,1,1,1,1,1,1,0,0,0,19.5,903
720,1,0,1,1,2,1,0,2,1,1,1,1,1,1,1,0,3,20.2,2943
9422,0,1,1,0,65,1,2,1,0,2,2,0,2,2,1,1,2,106.25,5488
7119,0,1,0,0,42,1,2,1,0,2,2,0,2,2,0,1,0,104.75,3679
4163,1,0,1,0,65,1,2,0,2,2,2,0,0,0,1,0,1,67.05,3669
1802,1,0,1,1,7,0,1,0,2,2,2,0,0,0,2,0,3,38.55,2427
627,0,1,1,0,66,1,2,1,0,2,2,0,2,2,1,0,1,104.6,5388
8685,0,0,0,0,22,1,2,1,0,0,0,2,2,0,0,1,2,90.0,1604
6305,0,1,0,0,26,1,2,1,2,2,0,0,0,2,0,1,2,95.0,2143
2439,1,0,1,1,17,1,0,2,1,1,1,1,1,1,1,0,0,19.9,2856
5067,0,0,1,1,30,1,0,0,2,0,0,2,0,2,0,0,0,66.3,1521
6989,0,0,1,1,20,1,2,0,2,0,0,0,2,2,1,0,0,76.0,1041
1532,1,0,0,0,14,1,0,2,1,1,1,1,1,1,0,0,1,19.6,2595
5066,1,0,1,0,44,0,1,0,0,2,2,0,2,2,2,0,0,54.3,2029
3945,0,0,0,0,3,0,1,0,2,0,0,2,0,0,0,0,3,34.25,710
1233,0,0,1,1,70,1,2,2,1,1,1,1,1,1,2,0,0,24.7,1180
6117,1,0,0,0,69,1,0,2,1,1,1,1,1,1,2,1,0,19.3,830
6365,1,1,1,0,7,1,2,1,0,0,2,0,2,2,0,1,2,101.95,5521
3733,0,0,0,1,25,0,1,0,2,0,0,2,0,0,2,0,0,35.05,6189
9009,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,1,2,30.9,4841
8479,0,1,0,0,1,1,0,1,0,0,2,0,0,0,0,1,0,75.3,5769
9926,1,1,0,0,70,0,1,0,0,0,0,0,2,2,1,1,2,45.25,2840
6907,0,0,0,0,41,1,0,1,0,0,0,0,0,0,0,0,0,70.25,2474
3082,1,0,0,0,51,1,2,0,2,0,0,2,0,0,1,0,1,59.9,2643
3533,0,0,0,0,10,1,0,2,1,1,1,1,1,1,1,1,3,19.8,1584
8646,0,1,1,0,26,1,0,1,0,2,0,0,0,2,0,0,2,84.95,1783
1334,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,25.2,2151
4994,0,0,0,0,18,1,0,1,2,0,0,0,2,2,0,1,2,96.05,1256
7486,1,1,1,0,37,1,2,1,0,0,0,0,2,0,0,1,2,85.7,2755
7121,0,0,1,0,2,0,1,0,0,0,0,0,0,2,0,1,2,35.1,5381
9211,0,0,0,0,33,1,2,1,0,0,0,0,0,2,0,1,2,83.35,2396
9743,1,0,0,1,25,1,0,1,0,2,0,0,2,2,0,1,2,95.9,2100
3128,1,0,0,1,5,1,0,2,1,1,1,1,1,1,0,0,1,20.35,404
966,1,0,0,0,7,1,0,2,1,1,1,1,1,1,0,0,2,19.25,229
4160,1,0,0,0,26,1,0,0,2,0,0,2,2,2,1,0,0,75.0,1507
9381,1,1,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,93.55,6393
7007,1,1,1,0,72,0,1,0,2,2,2,2,2,2,2,1,0,63.1,3964
8560,0,0,0,0,15,1,2,2,1,1,1,1,1,1,0,1,1,25.4,3407
2141,1,0,1,1,16,1,0,2,1,1,1,1,1,1,0,0,2,20.15,2952
4584,1,1,0,0,69,1,2,0,2,0,2,2,0,2,2,0,1,74.1,4261
6237,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,69.95,5455
506,1,0,0,1,11,1,2,1,0,0,2,0,0,0,0,1,3,78.0,6217
8317,0,0,0,0,4,1,2,1,0,2,0,2,0,2,0,1,2,93.5,3128
9903,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.7,3822
2552,0,0,1,0,47,1,2,2,1,1,1,1,1,1,1,0,2,26.9,458
3535,1,0,1,1,64,1,2,1,0,2,2,2,2,2,2,1,1,109.2,5342
9473,1,0,1,1,32,1,2,1,2,0,0,0,2,2,0,1,1,99.55,2785
8544,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,2,75.8,5777
9969,0,0,0,0,17,1,0,1,0,0,0,0,0,0,0,1,2,70.0,274
1106,0,0,0,0,63,1,2,1,0,2,0,0,2,2,2,0,0,97.45,5069
8283,0,0,0,0,13,0,1,0,0,0,0,0,0,2,0,1,2,35.1,3788
8521,1,0,1,1,50,1,2,1,0,2,0,2,2,2,0,0,2,103.7,4291
3289,0,0,0,1,41,1,2,1,0,2,0,0,2,0,0,1,0,88.5,3146
696,1,0,1,0,72,1,2,0,0,2,2,2,2,2,2,1,0,85.15,5107
5619,0,1,1,0,20,1,0,1,0,0,0,0,2,2,1,1,0,91.0,1427
9022,1,0,1,0,42,1,2,1,0,2,2,0,2,0,0,1,0,95.25,3386
3374,0,1,0,0,2,1,0,0,2,2,0,0,0,0,0,0,3,54.85,79
3199,0,0,0,0,68,1,2,2,1,1,1,1,1,1,2,0,0,25.5,1377
2918,1,1,1,0,8,0,1,0,0,2,2,0,0,2,0,1,3,43.35,3198
10003,1,1,1,0,47,1,2,1,0,0,2,0,2,2,0,1,2,100.05,4115
8301,1,0,1,0,17,1,0,1,0,0,0,0,0,0,0,1,0,70.4,390
7482,1,0,1,1,11,1,2,1,0,0,0,0,0,0,0,1,2,74.35,6156
1749,1,1,0,0,52,1,2,1,0,2,2,2,2,2,0,1,2,110.75,4807
5059,0,0,0,0,36,1,2,1,0,2,0,0,2,2,0,1,2,99.15,3124
5062,0,0,1,0,39,0,1,0,2,0,2,0,2,2,0,0,2,55.9,1798
1445,1,0,0,0,20,1,2,1,0,0,0,2,2,2,0,1,3,98.55,1665
2704,0,0,1,1,53,1,0,0,0,0,2,0,0,2,1,0,1,60.6,2860
5944,1,0,0,0,12,1,0,0,2,0,0,2,0,0,0,0,3,56.65,5231
6994,0,0,1,1,43,1,2,2,1,1,1,1,1,1,1,1,0,24.45,6518
9855,0,0,1,1,49,1,2,1,0,2,2,2,2,2,2,1,0,107.95,4424
7071,0,0,1,0,39,0,1,0,2,0,2,0,2,2,0,0,2,55.9,1798
8854,0,0,0,0,2,1,0,1,2,2,0,2,0,0,0,1,2,86.25,1360
2963,0,0,1,1,34,1,2,2,1,1,1,1,1,1,1,1,1,25.6,6360
7026,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,1,0,44.2,3448
8802,0,0,0,0,35,1,2,0,2,0,2,2,2,2,1,1,1,85.95,2706
1811,0,1,0,0,23,1,2,1,0,0,2,0,0,0,0,1,3,79.35,1388
3406,0,0,0,0,31,1,0,2,1,1,1,1,1,1,1,0,3,20.95,5395
974,0,0,1,1,59,1,0,0,0,2,0,2,2,2,2,1,1,75.95,3872
6031,0,1,1,1,12,0,1,0,0,0,0,2,0,0,0,1,3,29.3,3077
1671,1,0,1,1,66,1,0,1,2,2,2,0,2,2,1,1,0,103.15,5535
4300,0,0,0,0,24,1,2,2,1,1,1,1,1,1,1,0,0,24.6,4945
293,0,1,0,0,6,1,0,1,0,0,0,0,2,2,0,1,2,89.35,4686
10162,1,0,1,0,13,1,2,1,0,0,2,0,2,2,0,1,1,102.25,650
1006,0,0,0,0,18,1,2,1,0,0,0,2,0,2,0,1,2,90.1,1075
4874,0,0,0,0,38,1,0,1,2,2,2,0,0,0,0,1,1,83.9,2811
9544,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,2,69.8,5452
5297,0,0,1,1,54,1,0,2,1,1,1,1,1,1,2,1,0,20.35,182
120,0,0,1,1,56,1,2,1,0,0,2,0,2,2,1,1,1,99.8,4581
2720,1,0,0,0,15,1,2,0,0,0,0,0,0,0,0,0,2,51.55,5849
7813,1,1,0,0,15,1,0,1,0,2,0,0,0,0,0,1,2,74.4,146
7938,1,1,0,0,13,1,2,1,0,2,2,0,2,2,0,1,2,106.9,660
4814,0,0,0,0,22,1,2,1,0,0,0,2,2,0,0,1,2,90.0,1604
6164,1,1,1,0,45,1,2,0,2,0,2,2,0,2,2,0,1,75.15,3018
1400,1,0,0,1,3,1,0,2,1,1,1,1,1,1,0,0,3,19.95,4782
5456,0,0,0,0,13,0,1,0,0,2,0,0,0,0,0,1,2,31.05,3001
5268,1,0,1,1,69,1,2,0,2,0,2,2,2,2,2,0,0,86.9,5038
5794,1,1,1,0,72,1,2,1,0,2,2,2,2,2,2,1,0,109.75,5989
93,0,0,0,0,65,1,2,1,2,2,2,0,2,2,0,1,1,111.05,5575
364,1,0,0,0,18,1,0,1,0,0,0,2,0,0,0,1,0,75.9,673
1992,0,0,0,0,17,1,0,1,0,2,0,0,2,0,0,1,2,83.55,598
892,1,1,0,0,32,1,2,1,0,0,2,0,0,0,0,1,1,81.1,2266
6073,0,0,1,1,64,1,2,2,1,1,1,1,1,1,1,0,3,24.9,1050
6855,0,0,0,0,42,1,0,0,2,2,0,2,0,2,1,1,3,67.7,2490
2274,1,0,1,1,23,1,0,1,2,0,0,2,2,2,0,1,2,99.85,1967
7160,0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,1,2,21.0,1728
8412,1,0,1,0,72,1,2,1,2,2,2,2,2,2,1,1,0,117.8,6265
8268,1,0,1,0,31,1,2,1,0,2,2,0,2,0,0,0,2,93.8,2617
7370,1,0,0,0,22,1,2,1,0,2,0,0,0,0,0,1,2,79.35,1238
1894,0,0,1,0,46,0,1,0,0,0,0,0,2,2,0,1,2,43.95,1634
6,1,0,0,1,22,1,2,1,0,2,0,0,2,0,0,1,1,89.1,1550
8893,1,0,0,0,22,0,1,0,0,2,2,0,0,2,1,1,0,43.75,6333
9836,1,1,1,0,32,1,2,1,0,0,2,2,2,2,0,1,2,104.9,2910
6725,0,0,1,0,37,1,0,2,1,1,1,1,1,1,0,0,0,19.5,6041
5685,1,0,1,1,45,1,0,2,1,1,1,1,1,1,2,0,2,19.2,6334
3556,1,0,1,1,6,1,0,2,1,1,1,1,1,1,1,0,3,19.45,250
6736,1,0,1,1,67,1,0,2,1,1,1,1,1,1,2,1,3,20.8,755
9495,1,1,0,0,22,1,2,1,0,0,0,0,2,2,0,1,2,96.7,1711
3648,0,0,1,1,51,1,2,1,0,0,2,0,0,2,1,1,2,90.15,3882
5555,0,0,1,1,70,1,0,2,1,1,1,1,1,1,2,0,0,19.8,684
8173,1,0,0,0,65,1,2,1,0,2,2,2,2,2,0,1,2,109.15,5472
3233,1,1,1,0,4,0,1,0,0,0,2,0,0,0,0,1,2,29.9,334
3223,1,0,1,0,3,0,1,0,0,2,0,0,0,0,0,0,1,29.8,6420
1254,0,1,1,0,55,1,0,1,0,0,2,2,2,0,2,0,1,88.8,4060
6814,0,1,1,0,57,1,2,1,0,2,2,0,0,2,0,0,1,94.0,4521
2727,1,0,0,0,5,1,2,1,0,0,0,0,2,2,0,1,0,94.85,3922
61,1,0,0,0,60,1,2,1,0,2,0,0,2,0,0,1,0,89.9,4530
5184,0,0,1,0,68,1,2,1,2,2,0,0,0,0,2,1,0,84.7,4715
1962,1,0,0,0,23,1,0,1,2,0,2,0,2,2,1,1,1,99.95,1935
1121,0,0,0,0,50,1,2,0,2,0,2,2,2,2,1,1,1,82.5,3570
10338,0,1,0,0,43,1,0,1,2,2,0,2,2,2,0,1,1,108.15,3911
8954,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,3,53.55,4433
2413,1,0,1,1,7,0,1,0,2,0,2,2,0,2,2,0,1,49.65,2651
4461,1,0,0,0,29,1,0,1,0,0,0,2,2,2,0,1,2,94.2,2257
8231,0,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,3,74.45,5720
10184,1,1,1,0,69,1,2,1,0,2,2,2,2,2,2,1,0,108.4,5676
7132,1,0,0,0,39,0,1,0,2,2,0,2,2,0,0,1,1,48.95,1455
3666,0,0,1,1,50,1,2,1,0,0,0,0,2,0,0,1,0,84.4,3508
7494,1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,2,79.9,5974
9818,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,69.5,5446
3240,0,0,1,0,54,1,2,1,2,2,0,0,2,2,1,0,0,106.55,4759
1707,0,1,0,0,3,1,0,1,0,0,2,0,0,0,0,0,2,73.85,1565
4213,0,0,0,0,6,1,0,0,0,0,0,2,0,0,0,1,0,50.8,2488
6605,1,1,0,0,66,1,2,1,0,2,2,2,2,2,1,0,1,110.9,5745
515,1,0,0,0,40,1,2,1,0,0,2,2,2,2,0,0,0,104.8,3525
2908,1,0,1,0,18,1,2,1,2,0,0,0,2,2,0,1,2,99.4,1261
2707,1,0,0,0,3,1,0,1,0,0,2,2,2,2,0,1,2,98.7,2532
8508,1,1,1,0,17,1,0,1,0,2,0,0,0,0,0,1,2,76.45,427
6761,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.9,1492
9367,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.15,5504
6808,1,0,0,0,39,1,0,1,2,0,2,0,2,2,2,1,2,100.45,3261
6521,0,0,1,1,18,1,2,2,1,1,1,1,1,1,2,0,3,25.1,3641
2824,1,0,1,0,63,1,0,2,1,1,1,1,1,1,2,0,3,19.25,434
3075,1,0,1,0,71,1,2,1,0,2,2,0,2,2,1,1,0,105.7,5759
990,0,0,1,0,56,1,0,1,2,0,2,0,0,0,2,0,0,80.3,3840
6663,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,2,54.65,4489
